2026-07-01T11:08:08-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 121.80, 58, 77, 7945, 16311
2026-07-01T11:08:13-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 119.40, 57, 77, 7945, 16311
2026-07-01T11:08:18-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 125.60, 57, 81, 7945, 16311
2026-07-01T11:08:23-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 119.95, 58, 74, 7945, 16311
2026-07-01T11:08:28-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2797, 14126, 126.94, 58, 78, 7989, 16311
2026-07-01T11:08:33-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 125.02, 58, 80, 8011, 16311
2026-07-01T11:08:38-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 127.32, 58, 81, 8011, 16311
2026-07-01T11:08:43-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 125.01, 59, 78, 8033, 16311
2026-07-01T11:08:48-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2842, 14126, 68.61, 50, 2, 8122, 16311
2026-07-01T11:08:54-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 116.29, 57, 70, 8121, 16311
2026-07-01T11:08:59-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2805, 14126, 122.83, 58, 77, 8121, 16311
2026-07-01T11:09:04-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 121.43, 57, 72, 8385, 16311
2026-07-01T11:09:09-03:00,NVIDIA GeForce RTX 5060 Ti, 610.43.02, P0, 2812, 14126, 117.43, 58, 74, 8385, 16311
